t_es,t_via,via,civ,cod_via,zd,sup_alt,sup_lav
Parrucchiere per Donna,Via,CARLO IMBONATI,89,1311,9,4.0,19.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,POPULONIA,8,1315,9,6.0,30.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIOACCHINO MURAT,38,1316,9,26.5,48.5
Acconciatore,Via,GIOACCHINO MURAT,60,1316,9,10.0,40.0
Parrucchiere per Donna,Via,GIOACCHINO MURAT,70,1316,9,4.0,8.0
Acconciatore,Via,GIOACCHINO MURAT,73,1316,9,6.0,24.0
Parrucchiere per Donna,Via,GIOACCHINO MURAT,8,1316,9,5.0,16.0
Parrucchiere per Donna,Via,GIULIO BELINZAGHI,4,1318,9,4.0,40.0
Parrucchiere per Donna,Via,PAOLO BASSI,22,1320,9,4.0,31.0
Parrucchiere per Uomo,Via,LUIGI FEDERICO MENABREA,14,1322,9,5.0,21.0
Centro Massaggi,Via,LUIGI FEDERICO MENABREA,20,1322,9,14.0,58.0
Parrucchiere per Donna,Via,LUIGI FEDERICO MENABREA,20,1322,9,4.0,30.0
Centro Massaggi,Via,FIUGGI,44,1328,9,14.0,35.0
Parrucchiere per Donna,Via,FIUGGI,56,1328,9,1.0,47.0
Acconciatore,Via,TAORMINA,2,1331,9,6.0,37.0
Tipo A - Estetica Manuale,Via,TAORMINA,40,1331,9,8.0,45.0
Parrucchiere per Donna,Via,LUIGI BIRAGHI,11,1332,9,4.0,31.0
Acconciatore,Via,VEGLIA,7,1337,9,8.0,20.0
Acconciatore,Largo,VULCI,5,1339,9,6.0,28.0
Parrucchiere per Uomo,Largo,VULCI,7,1339,9,3.0,28.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Largo,VULCI,7,1339,9,26.5,49.0
Acconciatore;Tipo A - Estetica Manuale,Via,MADONNINA,13,134,1,3.0,78.0
Parrucchiere per Donna,Via,BUDUA,8,1342,9,4.0,26.0
Parrucchiere per Donna,Piazzale,ISTRIA,1,1347,9,4.0,29.0
Parrucchiere per Donna,Piazzale,ISTRIA,2,1347,2,4.0,52.0
Tipo A - Estetica Manuale,Piazzale,ISTRIA,2,1347,2,8.0,45.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,SCIPIO SLATAPER,17,1348,2,26.5,48.5
Parrucchiere per Donna,Via,SCIPIO SLATAPER,19,1348,2,4.0,41.0
Parrucchiere per Donna,Via,SOFIA ALBINI BISI,4,1349,2,4.0,17.0
Tipo A - Estetica Manuale,Via,ARBE,31,1352,2,18.0,17.0
Acconciatore,Via,ARBE,33,1352,2,6.0,37.0
Acconciatore,Via,ARBE,65,1352,2,2.0,40.0
Parrucchiere per Donna,Via,ARBE,85,1352,2,4.0,16.0
Tipo A - Estetica Manuale,Via,ARTURO COLAUTTI,1,1356,2,8.0,45.0
Acconciatore,Piazzale,CARLO MACIACHINI,1,1361,9,6.0,37.0
Parrucchiere per Uomo,Piazzale,CARLO MACIACHINI,18,1361,9,5.0,18.0
Parrucchiere per Donna,Piazzale,CARLO MACIACHINI,20,1361,9,4.0,34.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,BORGONUOVO,9,139,1,26.5,48.5
Parrucchiere per Uomo,Via,ANGERA,10,1395,2,3.0,28.0
Parrucchiere per Donna,Via,STRESA,16,1396,2,4.0,31.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ADEODATO RESSI,21,1397,2,1.0,70.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ADEODATO RESSI,23,1397,2,26.5,48.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,LODOVICO PAVONI,1,1401,9,26.5,48.5
Parrucchiere per Donna,Viale,EVARISTO STEFINI,3,1405,2,11.0,60.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIOVANNI CAGLIERO,14,1407,2,26.5,20.0
Parrucchiere per Donna,Via,GIOVANNI CAGLIERO,6,1407,2,4.0,16.0
Parrucchiere per Donna,Via,GIOVANNI CAGLIERO,7,1407,2,4.0,31.0
Parrucchiere per Donna,Via,PIGELLO PORTINARI,1,1408,2,4.0,25.0
Parrucchiere per Uomo,Viale,DELLE RIMEMBRANZE DI GRECO,40,1412,2,5.0,20.5
Acconciatore,Viale,DELLE RIMEMBRANZE DI GRECO,8,1412,2,6.0,37.0
Parrucchiere per Uomo;Parrucchiere per Donna,Piazza,GRECO,10,1417,2,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazza,GRECO,10,1417,2,26.5,48.5
Acconciatore,Via,EMILIO DE MARCHI,3,1418,2,6.0,55.0
Parrucchiere per Donna,Via,EMILIO DE MARCHI,46,1418,2,4.0,21.0
Tipo A - Estetica Manuale,Via,SALVATORE PIANELL,58,1426,9,8.0,45.0
Acconciatore,Viale,SARCA,163,1427,9,6.0,50.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,SARCA,198,1427,9,26.5,105.0
Parrucchiere per Donna,Viale,SARCA,63,1427,9,4.0,26.0
Acconciatore,Viale,SARCA,81,1427,9,6.0,37.0
Parrucchiere per Donna,Viale,SARCA,91,1427,9,5.0,29.0
Parrucchiere per Donna,Via,PONTACCIO,2,143,1,4.0,30.0
Parrucchiere per Donna,Via,PONTACCIO,7,143,1,4.0,17.0
Parrucchiere per Uomo,Via,LUIGI MAINONI D'INTIGNANO,1,1432,9,5.0,38.0
Parrucchiere per Uomo,Via,FATEBENEFRATELLI,15,144,1,8.0,52.0
Parrucchiere per Uomo,Viale,FULVIO TESTI,177,1441,9,6.0,26.0
Tipo A - Estetica Manuale,Viale,FULVIO TESTI,177,1441,9,8.0,45.0
Parrucchiere per Donna,Viale,FULVIO TESTI,218,1441,9,4.0,15.0
Parrucchiere per Uomo;Parrucchiere per Donna,Viale,FULVIO TESTI,5,1441,9,6.0,30.5
Acconciatore,Viale,FULVIO TESTI,70,1441,9,6.0,45.0
Acconciatore,Viale,FULVIO TESTI,82,1441,9,6.0,37.0
Parrucchiere per Uomo,Viale,FULVIO TESTI,86,1441,9,5.0,23.0
Parrucchiere per Donna,Viale,FULVIO TESTI,87,1441,9,1.0,33.0
Tipo A - Estetica Manuale,Viale,FULVIO TESTI,90,1441,9,2.0,50.0
Parrucchiere per Donna,Piazza,SAN GIUSEPPE,8,1442,9,4.0,31.0
Acconciatore,Piazza,SAN GIUSEPPE,9,1442,9,6.0,40.0
Parrucchiere per Donna,Viale,CA' GRANDA,2,1443,9,4.0,83.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,CA' GRANDA,2,1443,9,26.5,48.5
Parrucchiere per Uomo,Via,CINO DA PISTOIA,18,1445,9,1.0,34.0
Parrucchiere per Donna,Via,CINO DA PISTOIA,9,1445,9,2.0,45.0
Parrucchiere per Donna,Viale,GIOVANNI SUZZANI,12,1446,9,4.0,46.0
Tipo A - Estetica Manuale,Viale,GIOVANNI SUZZANI,12,1446,9,8.0,45.0
Parrucchiere per Donna,Viale,GIOVANNI SUZZANI,155,1446,9,6.0,30.0
Centro Massaggi,Viale,GIOVANNI SUZZANI,18,1446,9,14.0,45.0
Parrucchiere per Uomo,Viale,GIOVANNI SUZZANI,19,1446,9,5.0,66.0
Parrucchiere per Uomo,Viale,GIOVANNI SUZZANI,270,1446,9,5.0,20.5
Parrucchiere per Donna,Viale,GIOVANNI SUZZANI,283,1446,9,4.0,45.0
Parrucchiere per Donna,Via,SANTA MONICA,3,1448,9,4.0,31.0
Parrucchiere per Donna,Via,MONTE ROTONDO,3,1449,9,1.0,33.0
Parrucchiere per Donna,Via,DON GIOVANNI VERITA',4,1469,9,4.0,31.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,DON GIOVANNI VERITA',4,1469,9,2.5,55.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DON BARTOLOMEO GRAZIOLI,10,1473,9,26.5,48.5
Parrucchiere per Uomo;Parrucchiere per Donna,Via,DON BARTOLOMEO GRAZIOLI,4,1473,9,1.0,58.0
Parrucchiere per Donna,Via,DON GIOVANNI GRIOLI,30,1478,9,4.0,31.0
Parrucchiere per Donna,Vicolo,GIARDINO,3,148,1,4.0,49.0
Parrucchiere per Donna,Via,CHIANCIANO,6,1488,9,4.0,89.0
Tipo A - Estetica Manuale,Via,ERNESTO REINACH,7,1496,9,3.0,43.0
Acconciatore,Piazza,DERGANO,2,1500,9,6.0,37.0
Acconciatore,Piazza,DERGANO,9,1500,9,6.0,63.0
Acconciatore,Via,GIUSEPPE TARTINI,12,1501,9,6.0,54.0
Parrucchiere per Uomo,Via,GIUSEPPE TARTINI,2,1501,9,3.0,26.0
Tipo A - Estetica Manuale,Via,GIUSEPPE TARTINI,2,1501,9,8.0,25.0
Parrucchiere per Donna,Via,GIUSEPPE TARTINI,37,1501,9,4.0,31.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,DEI CARAFA,14,1504,9,6.0,30.5
Acconciatore;Tipo A - Estetica Manuale,Via,CONTE VERDE,1,1505,9,3.0,55.0
Parrucchiere per Donna,Via,CANNERO,15,1506,9,4.0,31.0
Parrucchiere per Uomo,Via,PELLEGRINO ROSSI,13,1510,9,5.0,40.0
Acconciatore,Via,PELLEGRINO ROSSI,21,1510,9,6.0,37.0
Parrucchiere per Donna,Via,PELLEGRINO ROSSI,22,1510,9,4.0,31.0
Tipo A - Estetica Manuale,Via,PELLEGRINO ROSSI,43,1510,9,8.0,25.0
Acconciatore,Via,PELLEGRINO ROSSI,49,1510,9,6.0,24.0
Parrucchiere per Donna,Via,PELLEGRINO ROSSI,59,1510,9,4.0,31.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,PELLEGRINO ROSSI,81,1510,9,6.0,28.0
Centro Massaggi,Via,PELLEGRINO ROSSI,83,1510,9,14.0,42.0
Acconciatore,Via,PELLEGRINO ROSSI,90,1510,9,6.0,43.0
Parrucchiere per Donna,Via,PELLEGRINO ROSSI,91,1510,9,4.0,31.0
Parrucchiere per Donna,Via,CESARE VIGNATI,18,1515,9,4.0,24.0
Parrucchiere per Donna,Via,BENEFATTORI DELL'OSPEDALE,1,1522,9,4.0,31.0
Acconciatore,Piazza,DELL'OSPEDALE MAGGIORE,3,1523,9,6.0,40.0
Parrucchiere per Uomo,Via,GRAZIANO,41,1524,9,5.0,20.0
Tipo A - Estetica Manuale,Via,GRAZIANO,41,1524,9,8.0,45.0
Acconciatore,Via,VAL DI LEDRO,11,1532,9,6.0,32.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,VAL DI LEDRO,11,1532,9,26.5,48.5
Acconciatore,Via,GIOVANNI TERRUGGIA,1,1533,9,6.0,37.0
Parrucchiere per Donna,Via,ALESSANDRO LITTA MODIGNANI,7,1539,9,4.0,31.0
Tipo A - Estetica Manuale,Via,ASSIETTA,19,1540,9,8.0,45.0
Parrucchiere per Donna;Parrucchiere per Uomo,Viale,AFFORI,10,1545,9,5.0,30.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,ALESSANDRO ZANOLI,10,1548,9,6.0,43.0
Parrucchiere per Donna,Via,ALESSANDRO ZANOLI,30,1548,9,8.0,26.0
Acconciatore,Via,BRUSUGLIO,67,1550,9,6.0,55.0
Centro Massaggi,Via,BRUSUGLIO,73,1550,9,14.0,102.0
Parrucchiere per Donna,Via,CARLO BELLERIO,22,1551,9,4.0,20.0
Parrucchiere per Uomo,Via,GEORGE SAND,1,1554,9,5.0,18.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GEORGE SAND,1,1554,9,26.5,48.5
Acconciatore,Via,GEORGE SAND,2,1554,9,6.0,37.0
Parrucchiere per Uomo,Via,VERGATO,1,1555,9,1.0,38.0
Tipo A - Estetica Manuale,Via,VERGATO,2,1555,9,8.0,45.0
Parrucchiere per Donna,Via,ROCCA D'ANFO,4,1556,9,4.0,28.0
Parrucchiere per Donna,Via,ALESSANDRO ASTESANI,2,1558,9,4.0,26.0
Tipo A - Estetica Manuale,Via,ALESSANDRO ASTESANI,20,1558,9,8.0,45.0
Centro Massaggi,Via,ALESSANDRO ASTESANI,4,1558,9,23.0,21.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ALESSANDRO ASTESANI,40,1558,9,26.5,45.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Parrucchiere per Donna,Via,MICHELE NOVARO,25,1559,9,4.0,51.0
Parrucchiere per Donna,Via,GIAN RINALDO CARLI,15,1563,9,28.0,18.0
Acconciatore,Via,GIAN RINALDO CARLI,39,1563,9,2.0,18.0
Parrucchiere per Donna,Piazza,GIUSTINO FORTUNATO,9,1576,9,2.0,32.0
Centro Massaggi,Via,CASARSA,9,1577,9,6.0,24.0
Parrucchiere per Donna,Via,GIUSEPPE REGALDI,21,1578,9,4.0,25.0
Tipo A - Estetica Manuale,Via,PAOLO ROTTA,10,1587,9,8.0,45.0
Parrucchiere per Donna,Via,HERMADA,1,1588,9,4.0,29.0
Acconciatore,Via,HERMADA,4,1588,9,6.0,31.0
Parrucchiere per Donna,Via,HERMADA,8,1588,9,4.0,39.0
Acconciatore,Via,PAULUCCI DI CALBOLI FULCIERI,24,1590,9,6.0,37.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Parrucchiere per Donna,Via,LUIGI ORNATO,113,1591,9,4.0,51.0
Acconciatore,Via,LUIGI ORNATO,19,1591,9,6.0,37.0
Acconciatore,Via,LUIGI ORNATO,24,1591,9,6.0,45.0
Acconciatore,Via,LUIGI ORNATO,53,1591,9,6.0,44.0
Parrucchiere per Uomo,Via,LUIGI ORNATO,60,1591,9,1.0,22.0
Parrucchiere per Donna,Via,LUIGI ORNATO,7,1591,9,4.0,31.0
Parrucchiere per Donna,Via,ANTONIO CESARI,43,1603,9,4.0,17.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CARLO INNOCENZO FRUGONI,23,1606,9,2.0,30.0
Acconciatore,Via,FERMIGNANO,3,1607,9,6.0,37.0
Parrucchiere per Donna,Via,PONALE,6,1616,9,4.0,31.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,PONALE,66,1616,9,6.0,39.0
Parrucchiere per Donna,Via,LUIGI PULCI,14,1622,9,4.0,31.0
Acconciatore,Via,LUIGI PULCI,15,1622,9,6.0,45.0
Centro Massaggi,Viale,RODI,91,1623,9,14.0,42.0
Parrucchiere per Donna,Viale,RODI,91,1623,9,6.0,49.0
Parrucchiere per Donna,Via,ALBERTO NOTA,46,1624,9,4.0,31.0
Acconciatore,Via,CHIESE,60,1627,9,6.0,37.0
Parrucchiere per Donna,Via,TEANO,2,1632,9,2.0,48.0
Tipo A - Estetica Manuale,Via,TEANO,2,1632,9,8.0,45.0
Parrucchiere per Donna,Via,TEANO,28,1632,9,3.0,72.0
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo,Via,TEANO,36,1632,9,1.0,33.0
Acconciatore,Via,TEANO,8,1632,9,6.0,24.0
Parrucchiere per Donna,Via,ANTONIO OROBONI,13,1635,9,4.0,31.0
Parrucchiere per Donna,Via,ACHILLE FONTANELLI,10,1641,9,4.0,54.0
Parrucchiere per Donna,Via,FABRIANO,2,1642,9,4.0,31.0
Tipo A - Estetica Manuale;Tipo D - Estetica Apparati Elettromeccanici;Tipo C - Trattamenti Estetici Dimagrimento,Via,FABRIANO,2,1642,9,13.0,40.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazza,PIETRO GASPARRI,4,1647,9,20.0,70.0
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo,Via,VAL DI BONDO,10,1648,9,3.0,39.0
Acconciatore,Via,VAL DI BONDO,14,1648,9,6.0,50.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,VAL DI BONDO,2,1648,9,26.5,48.5
Parrucchiere per Donna,Via,VAL DI BONDO,6,1648,9,4.0,40.0
Tipo B - Centro di Abbronzatura;Tipo A - Estetica Manuale;Parrucchiere per Donna,Via,ENRICO ACERBI,34,1651,9,14.0,38.0
Acconciatore,Via,SIRO CAPSONI,11,1652,9,6.0,37.0
Acconciatore,Viale,MARIO RAPISARDI,4,1656,9,6.0,65.0
Parrucchiere per Uomo,Via,CARLOTTA MARCHIONNI,23,1658,9,1.0,14.0
Parrucchiere per Uomo,Via,CARLOTTA MARCHIONNI,3,1658,9,8.0,25.0
Parrucchiere per Donna,Via,LUIGI ANGELONI,23,1659,9,2.0,55.0
Parrucchiere per Donna,Via,LUIGI ANGELONI,33,1659,9,4.0,53.0
Parrucchiere per Donna,Via,LUIGI ANGELONI,40,1659,9,4.0,21.0
Parrucchiere per Donna,Via,VAL CISMON,4,1666,9,4.0,31.0
Acconciatore,Via,CARLO CICOGNA MOZZONI,23,1676,9,6.0,37.0
Parrucchiere per Uomo,Via,GEROLAMO FORNI,72,1677,9,5.0,48.0
Parrucchiere per Donna,Via,GAETANO SALVEMINI,3,1678,9,4.0,31.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIAN GIROLAMO SAVOLDO,3,1691,9,26.5,48.5
Parrucchiere per Donna,Via,GIAN GIROLAMO SAVOLDO,4,1691,9,4.0,17.0
Acconciatore,Via,EMILIO DE MARTINO,1,1693,9,6.0,34.0
Acconciatore,Piazza,SIGMUND FREUD,1,1705,9,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GEROLAMO ARGANINI,23,1710,9,26.5,48.5
Parrucchiere per Uomo,Via,GEROLAMO ARGANINI,26,1710,9,5.0,56.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,DELL'INNOVAZIONE,13,1731,9,26.5,48.5
Acconciatore,Piazza,DELLA TRIVULZIANA,1,1765,9,6.0,37.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,GEROLAMO MORONE,3,200,1,6.0,30.5
Parrucchiere per Donna,Piazza,SAN FEDELE,2,203,1,4.0,31.0
Tipo A - Estetica Manuale,Piazza,SAN FEDELE,2,203,1,8.0,45.0
Parrucchiere per Donna,Via,SANTA RADEGONDA,3,208,1,4.0,31.0
Acconciatore,Via,AGNELLO,18,209,1,6.0,100.0
Acconciatore,Via,ROBERTO LEPETIT,29,2096,2,6.0,65.0
Parrucchiere per Donna,Piazzale,BACONE,6,2100,3,4.0,30.0
Acconciatore,Via,DEL VECCHIO POLITECNICO,4,2101,1,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DEL VECCHIO POLITECNICO,4,2101,1,26.5,54.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,VITTORIO VENETO,18,2107,3,26.5,100.0
Acconciatore,Viale,VITTORIO VENETO,6,2107,3,6.0,45.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,VITTORIO VENETO,6,2107,3,26.5,48.5
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazza,GUGLIELMO OBERDAN,10,2108,3,20.0,108.0
Esecuzione di Tatuaggi e Piercing,Piazza,GUGLIELMO OBERDAN,3,2108,3,25.0,39.0
Parrucchiere per Uomo,Piazza,GUGLIELMO OBERDAN,3,2108,3,5.0,61.0
Parrucchiere per Uomo,Via,ALESSANDRO TADINO,13,2109,3,15.0,15.0
Acconciatore,Via,ALESSANDRO TADINO,15,2109,3,6.0,30.0
Parrucchiere per Donna,Via,ALESSANDRO TADINO,18,2109,3,4.0,31.0
Tipo A - Estetica Manuale,Via,ALESSANDRO TADINO,18,2109,3,8.0,45.0
Centro Massaggi,Via,ALESSANDRO TADINO,19,2109,3,14.0,42.0
Acconciatore,Via,ALESSANDRO TADINO,26,2109,3,6.0,15.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ALESSANDRO TADINO,3,2109,3,26.0,44.0
Centro Massaggi,Via,LECCO,12,2110,3,14.0,42.0
Tipo A - Estetica Manuale,Via,LECCO,12,2110,3,8.0,25.0
Acconciatore,Via,LECCO,22,2110,3,6.0,45.0
Centro Massaggi,Via,LECCO,4,2110,3,14.0,50.0
Esecuzione di Tatuaggi e Piercing,Via,LECCO,5,2110,3,25.0,40.0
Centro Benessere;Centro Massaggi,Via,LECCO,6,2110,3,8.0,25.0
Parrucchiere per Donna,Via,LODOVICO SETTALA,20,2111,3,4.0,40.0
Parrucchiere per Donna,Via,LODOVICO SETTALA,9,2111,3,5.0,31.0
Acconciatore,Via,LAZZARETTO,2,2112,3,16.0,44.0
Centro Massaggi,Via,LAZZARETTO,2,2112,3,14.0,52.0
Tipo A - Estetica Manuale,Via,LAZZARETTO,3,2112,2,8.0,45.0
Parrucchiere per Donna,Via,LAZZARETTO,7,2112,2,22.0,20.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ALDO MANUZIO,6,2114,2,26.5,28.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,RAIMONDO FRANCHETTI,2,2115,2,2.5,56.0
Acconciatore,Via,CARLO TENCA,24,2118,2,6.0,37.0
Centro Massaggi,Via,CARLO TENCA,24,2118,2,14.0,35.0
Tipo A - Estetica Manuale,Via,PANFILO CASTALDI,16,2119,3,8.0,45.0
Acconciatore,Via,PANFILO CASTALDI,21,2119,3,6.0,37.0
Parrucchiere per Donna,Via,PANFILO CASTALDI,23,2119,3,4.0,33.0
Acconciatore,Via,PANFILO CASTALDI,29,2119,3,6.0,55.0
Parrucchiere per Uomo,Via,PANFILO CASTALDI,29,2119,3,5.0,16.0
Parrucchiere per Uomo,Via,PANFILO CASTALDI,32,2119,3,5.0,16.0
Tipo A - Estetica Manuale,Via,PANFILO CASTALDI,32,2119,3,8.0,45.0
Acconciatore,Via,PANFILO CASTALDI,37,2119,3,6.0,58.0
Tipo A - Estetica Manuale,Via,PANFILO CASTALDI,37,2119,3,8.0,58.0
Parrucchiere per Donna,Via,PANFILO CASTALDI,38,2119,3,4.0,31.0
Parrucchiere per Donna,Via,PANFILO CASTALDI,42,2119,3,4.0,31.0
Tipo A - Estetica Manuale,Via,PANFILO CASTALDI,42,2119,3,8.0,43.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,SAN PAOLO,13,212,1,26.5,100.0
Tipo A - Estetica Manuale,Viale,TUNISIA,10,2121,3,8.0,95.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,TUNISIA,15,2121,3,2.0,27.0
Acconciatore;Tipo A - Estetica Manuale,Viale,TUNISIA,23,2121,3,3.0,49.0
Parrucchiere per Donna,Viale,TUNISIA,38,2121,2,13.0,32.0
Parrucchiere per Donna,Viale,TUNISIA,41,2121,2,4.0,31.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Parrucchiere per Donna,Via,FELICE CASATI,12,2122,3,4.0,51.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,FELICE CASATI,2,2122,3,26.5,50.0
Acconciatore,Via,FELICE CASATI,25,2122,2,6.0,48.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,FELICE CASATI,35,2122,2,26.5,48.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,SAN GREGORIO,11,2123,3,26.5,20.0
Acconciatore,Via,SAN GREGORIO,27,2123,3,2.0,55.0
Centro Massaggi,Via,SAN GREGORIO,27,2123,3,14.0,42.0
Parrucchiere per Donna,Via,SAN GREGORIO,53,2123,2,4.0,31.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazza,CINCINNATO,4,2125,3,26.5,30.0
Centro Massaggi,Via,NAPO TORRIANI,12,2126,2,14.0,78.0
Tipo A - Estetica Manuale,Via,NAPO TORRIANI,12,2126,2,8.0,45.0
Centro Massaggi,Via,NAPO TORRIANI,22,2126,2,14.0,40.0
Parrucchiere per Donna,Via,LUIGI SETTEMBRINI,2,2127,3,10.0,31.0
Acconciatore;Tipo A - Estetica Manuale,Via,LUIGI SETTEMBRINI,20,2127,3,3.0,88.0
Parrucchiere per Donna,Via,LUIGI SETTEMBRINI,29,2127,2,2.0,32.0
Tipo A - Estetica Manuale;Tipo D - Estetica Apparati Elettromeccanici;Tipo C - Trattamenti Estetici Dimagrimento,Via,LUIGI SETTEMBRINI,49,2127,2,13.0,40.0
Tipo A - Estetica Manuale,Via,LUIGI SETTEMBRINI,60,2127,3,8.0,51.0
Centro Massaggi,Via,BENEDETTO MARCELLO,10,2128,3,14.0,30.0
Tipo A - Estetica Manuale,Via,BENEDETTO MARCELLO,20,2128,3,8.0,15.0
Tipo A - Estetica Manuale,Via,BENEDETTO MARCELLO,77,2128,3,8.0,45.0
Acconciatore,Via,BENEDETTO MARCELLO,91,2128,3,6.0,37.0
Tipo A - Estetica Manuale;Tipo D - Estetica Apparati Elettromeccanici;Tipo C - Trattamenti Estetici Dimagrimento,Corso,BUENOS AIRES,10,2129,3,13.0,40.0
Parrucchiere per Donna,Corso,BUENOS AIRES,18,2129,3,4.0,29.0
Tipo A - Estetica Manuale,Corso,BUENOS AIRES,21,2129,3,8.0,36.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,BUENOS AIRES,22,2129,3,26.5,46.0
Acconciatore;Tipo A - Estetica Manuale,Corso,BUENOS AIRES,23,2129,3,3.0,68.0
Tipo A - Estetica Manuale,Corso,BUENOS AIRES,23,2129,3,8.0,45.0
Tipo A - Estetica Manuale,Corso,BUENOS AIRES,3,2129,3,8.0,56.0
Parrucchiere per Donna,Corso,BUENOS AIRES,5,2129,3,4.0,25.0
Parrucchiere per Donna,Corso,BUENOS AIRES,51,2129,3,4.0,31.0
Parrucchiere per Donna,Corso,BUENOS AIRES,61,2129,3,4.0,45.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,BUENOS AIRES,61,2129,3,26.5,48.5
Acconciatore,Corso,BUENOS AIRES,64,2129,3,6.0,57.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,BUENOS AIRES,75,2129,3,26.5,48.5
Tipo A - Estetica Manuale,Corso,BUENOS AIRES,92,2129,3,8.0,108.0
Parrucchiere per Donna,Via,SAN PIETRO ALL'ORTO,26,213,1,4.0,87.0
Acconciatore,Via,ALFREDO CAPPELLINI,16,2130,2,3.0,38.0
Acconciatore,Via,RUGGERO BOSCOVICH,17,2131,2,6.0,25.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,RUGGERO BOSCOVICH,17,2131,2,26.5,48.5
Parrucchiere per Uomo,Via,RUGGERO BOSCOVICH,31,2131,2,5.0,23.0
Tipo A - Estetica Manuale,Via,RUGGERO BOSCOVICH,44,2131,3,8.0,45.0
Parrucchiere per Donna,Via,RUGGERO BOSCOVICH,61,2131,3,4.0,31.0
Parrucchiere per Donna,Via,MAURO MACCHI,4,2133,2,4.0,53.0
Parrucchiere per Donna,Via,MAURO MACCHI,72,2133,2,4.0,26.0
Tipo B - Centro di Abbronzatura;Tipo A - Estetica Manuale;Parrucchiere per Donna,Via,VITRUVIO,1,2134,3,14.0,38.0
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo,Via,VITRUVIO,11,2134,3,3.0,91.0
Acconciatore,Via,VITRUVIO,35,2134,3,6.0,19.0
